Using backend: pytorch
Namespace(dataset='Cora', dropout=0.75, early_stopping=100, epochs=200, gpu=0, hid_dim=16, lamb=0.0005, lr=0.01, num_layers=1, num_stacks=2)
  NumNodes: 2708
  NumEdges: 10556
  NumFeats: 1433
  NumClasses: 7
  NumTrainingSamples: 140
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Model params:  92816

Accuracy & Loss:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.8714 | Train Loss 0.5580 | Val Acc 0.5540 | Val loss 1.2954:  92%|█████████▏| 184/200 [00:01<00:00, 113.24it/s]
Train Acc 0.8929 | Train Loss 0.4550 | Val Acc 0.5500 | Val loss 1.3023:  92%|█████████▏| 184/200 [00:01<00:00, 113.24it/s]
Train Acc 0.9143 | Train Loss 0.4444 | Val Acc 0.5500 | Val loss 1.3505:  92%|█████████▏| 184/200 [00:01<00:00, 113.24it/s]
Train Acc 0.9143 | Train Loss 0.4444 | Val Acc 0.5500 | Val loss 1.3505:  98%|█████████▊| 196/200 [00:01<00:00, 112.80it/s]
Train Acc 0.9000 | Train Loss 0.4839 | Val Acc 0.5580 | Val loss 1.2801:  98%|█████████▊| 196/200 [00:01<00:00, 112.80it/s]
Train Acc 0.8214 | Train Loss 0.5887 | Val Acc 0.5840 | Val loss 1.3016:  98%|█████████▊| 196/200 [00:01<00:00, 112.80it/s]
Train Acc 0.8929 | Train Loss 0.5178 | Val Acc 0.5500 | Val loss 1.2992:  98%|█████████▊| 196/200 [00:01<00:00, 112.80it/s]
Train Acc 0.8500 | Train Loss 0.5603 | Val Acc 0.5460 | Val loss 1.3671:  98%|█████████▊| 196/200 [00:01<00:00, 112.80it/s]
Train Acc 0.8500 | Train Loss 0.5603 | Val Acc 0.5460 | Val loss 1.3671: 100%|██████████| 200/200 [00:01<00:00, 109.31it/s]
Test Acc 0.8040
  NumNodes: 2708
  NumEdges: 10556
  NumFeats: 1433
  NumClasses: 7
  NumTrainingSamples: 140
  NumValidationSamples: 500
  NumTestSamples: 1000
Done loading data from cached files.
Model params:  92816

Accuracy & Loss:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1000 | Train Loss 1.9574 | Val Acc 0.1600 | Val loss 1.9466:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1357 | Train Loss 1.9440 | Val Acc 0.1360 | Val loss 1.9462:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.1857 | Train Loss 1.9470 | Val Acc 0.1720 | Val loss 1.9463:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2143 | Train Loss 1.9353 | Val Acc 0.1960 | Val loss 1.9452:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2857 | Train Loss 1.9310 | Val Acc 0.2460 | Val loss 1.9404:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2571 | Train Loss 1.9339 | Val Acc 0.2340 | Val loss 1.9407:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2714 | Train Loss 1.9266 | Val Acc 0.2080 | Val loss 1.9379:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.3357 | Train Loss 1.9008 | Val Acc 0.1960 | Val loss 1.9345:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2214 | Train Loss 1.9140 | Val Acc 0.2220 | Val loss 1.9299:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.3143 | Train Loss 1.8824 | Val Acc 0.2320 | Val loss 1.9248:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2214 | Train Loss 1.8959 | Val Acc 0.2260 | Val loss 1.9290:   0%|          | 0/200 [00:00<?, ?it/s]
Train Acc 0.2214 | Train Loss 1.8959 | Val Acc 0.2260 | Val loss 1.9290:   6%|▌         | 11/200 [00:00<00:01, 105.20it/s]
Train Acc 0.2714 | Train Loss 1.8828 | Val Acc 0.1880 | Val loss 1.9276:   6%|▌         | 11/200 [00:00<00:01, 105.20it/s]
Train Acc 0.2714 | Train Loss 1.8763 | Val Acc 0.2140 | Val loss 1.9153:   6%|▌         | 11/200 [00:00<00:01, 105.20it/s]
Train Acc 0.2643 | Train Loss 1.8720 | Val Acc 0.2340 | Val loss 1.9177:   6%|▌         | 11/200 [00:00<00:01, 105.20it/s]
Train Acc 0.2786 | Train Loss 1.8598 | Val Acc 0.2140 | Val loss 1.9169:   6%|▌         | 11/200 [00:00<00:01, 105.20it/s]
Train Acc 0.3143 | Train Loss 1.8177 | Val Acc 0.2240 | Val loss 1.9017:   6%|▌         | 11/200 [00:00<00:01, 105.20it/s]
Train Acc 0.3143 | Train Loss 1.8323 | Val Acc 0.2160 | Val loss 1.9100:   6%|▌         | 11/200 [00:00<00:01, 105.20it/s]
Train Acc 0.2929 | Train Loss 1.8095 | Val Acc 0.2300 | Val loss 1.8959:   6%|▌         | 11/200 [00:00<00:01, 105.20it/s]
Train Acc 0.3286 | Train Loss 1.7710 | Val Acc 0.2360 | Val loss 1.9111:   6%|▌         | 11/200 [00:00<00:01, 105.20it/s]
Train Acc 0.2714 | Train Loss 1.8407 | Val Acc 0.2420 | Val loss 1.8899:   6%|▌         | 11/200 [00:00<00:01, 105.20it/s]
Train Acc 0.3357 | Train Loss 1.8048 | Val Acc 0.1640 | Val loss 1.9076:   6%|▌         | 11/200 [00:00<00:01, 105.20it/s]
Train Acc 0.3357 | Train Loss 1.7878 | Val Acc 0.2360 | Val loss 1.8798:   6%|▌         | 11/200 [00:00<00:01, 105.20it/s]
Train Acc 0.3429 | Train Loss 1.7416 | Val Acc 0.2140 | Val loss 1.8942:   6%|▌         | 11/200 [00:00<00:01, 105.20it/s]
Train Acc 0.3429 | Train Loss 1.7416 | Val Acc 0.2140 | Val loss 1.8942:  12%|█▏        | 23/200 [00:00<00:01, 110.05it/s]
Train Acc 0.3571 | Train Loss 1.7644 | Val Acc 0.2520 | Val loss 1.8833:  12%|█▏        | 23/200 [00:00<00:01, 110.05it/s]
Train Acc 0.3357 | Train Loss 1.7862 | Val Acc 0.2380 | Val loss 1.8912:  12%|█▏        | 23/200 [00:00<00:01, 110.05it/s]
Train Acc 0.4357 | Train Loss 1.6766 | Val Acc 0.2420 | Val loss 1.8671:  12%|█▏        | 23/200 [00:00<00:01, 110.05it/s]
Train Acc 0.4500 | Train Loss 1.6887 | Val Acc 0.2720 | Val loss 1.8555:  12%|█▏        | 23/200 [00:00<00:01, 110.05it/s]
Train Acc 0.4500 | Train Loss 1.6721 | Val Acc 0.2580 | Val loss 1.8589:  12%|█▏        | 23/200 [00:00<00:01, 110.05it/s]
Train Acc 0.4000 | Train Loss 1.7194 | Val Acc 0.2500 | Val loss 1.8472:  12%|█▏        | 23/200 [00:00<00:01, 110.05it/s]
Train Acc 0.3571 | Train Loss 1.6797 | Val Acc 0.2920 | Val loss 1.8342:  12%|█▏        | 23/200 [00:00<00:01, 110.05it/s]
Train Acc 0.4071 | Train Loss 1.6579 | Val Acc 0.2980 | Val loss 1.8317:  12%|█▏        | 23/200 [00:00<00:01, 110.05it/s]
Train Acc 0.4929 | Train Loss 1.5965 | Val Acc 0.2820 | Val loss 1.8463:  12%|█▏        | 23/200 [00:00<00:01, 110.05it/s]
Train Acc 0.3929 | Train Loss 1.6921 | Val Acc 0.2920 | Val loss 1.8268:  12%|█▏        | 23/200 [00:00<00:01, 110.05it/s]
Train Acc 0.4500 | Train Loss 1.6300 | Val Acc 0.2760 | Val loss 1.8095:  12%|█▏        | 23/200 [00:00<00:01, 110.05it/s]
Train Acc 0.4714 | Train Loss 1.5819 | Val Acc 0.3300 | Val loss 1.7811:  12%|█▏        | 23/200 [00:00<00:01, 110.05it/s]
Train Acc 0.4714 | Train Loss 1.5819 | Val Acc 0.3300 | Val loss 1.7811:  18%|█▊        | 35/200 [00:00<00:01, 107.09it/s]
Train Acc 0.4857 | Train Loss 1.5305 | Val Acc 0.3200 | Val loss 1.7787:  18%|█▊        | 35/200 [00:00<00:01, 107.09it/s]
Train Acc 0.4429 | Train Loss 1.5554 | Val Acc 0.3020 | Val loss 1.7925:  18%|█▊        | 35/200 [00:00<00:01, 107.09it/s]
Train Acc 0.4500 | Train Loss 1.5560 | Val Acc 0.3080 | Val loss 1.7977:  18%|█▊        | 35/200 [00:00<00:01, 107.09it/s]
Train Acc 0.5000 | Train Loss 1.4981 | Val Acc 0.3400 | Val loss 1.7508:  18%|█▊        | 35/200 [00:00<00:01, 107.09it/s]
Train Acc 0.5214 | Train Loss 1.4971 | Val Acc 0.3060 | Val loss 1.7883:  18%|█▊        | 35/200 [00:00<00:01, 107.09it/s]
Train Acc 0.5714 | Train Loss 1.3583 | Val Acc 0.2960 | Val loss 1.7760:  18%|█▊        | 35/200 [00:00<00:01, 107.09it/s]
Train Acc 0.4929 | Train Loss 1.4421 | Val Acc 0.3540 | Val loss 1.7731:  18%|█▊        | 35/200 [00:00<00:01, 107.09it/s]
Train Acc 0.5429 | Train Loss 1.4068 | Val Acc 0.3480 | Val loss 1.7247:  18%|█▊        | 35/200 [00:00<00:01, 107.09it/s]
Train Acc 0.5000 | Train Loss 1.5079 | Val Acc 0.3560 | Val loss 1.7328:  18%|█▊        | 35/200 [00:00<00:01, 107.09it/s]
Train Acc 0.4786 | Train Loss 1.4786 | Val Acc 0.3540 | Val loss 1.7181:  18%|█▊        | 35/200 [00:00<00:01, 107.09it/s]
Train Acc 0.6357 | Train Loss 1.3637 | Val Acc 0.4180 | Val loss 1.6633:  18%|█▊        | 35/200 [00:00<00:01, 107.09it/s]
Train Acc 0.6357 | Train Loss 1.3637 | Val Acc 0.4180 | Val loss 1.6633:  23%|██▎       | 46/200 [00:00<00:01, 107.27it/s]
Train Acc 0.5429 | Train Loss 1.4045 | Val Acc 0.3820 | Val loss 1.6700:  23%|██▎       | 46/200 [00:00<00:01, 107.27it/s]
Train Acc 0.6357 | Train Loss 1.2974 | Val Acc 0.3680 | Val loss 1.7477:  23%|██▎       | 46/200 [00:00<00:01, 107.27it/s]
Train Acc 0.6071 | Train Loss 1.3109 | Val Acc 0.3700 | Val loss 1.6959:  23%|██▎       | 46/200 [00:00<00:01, 107.27it/s]
Train Acc 0.6357 | Train Loss 1.2545 | Val Acc 0.3840 | Val loss 1.6731:  23%|██▎       | 46/200 [00:00<00:01, 107.27it/s]
Train Acc 0.5714 | Train Loss 1.3776 | Val Acc 0.3500 | Val loss 1.7116:  23%|██▎       | 46/200 [00:00<00:01, 107.27it/s]
Train Acc 0.5643 | Train Loss 1.3271 | Val Acc 0.3580 | Val loss 1.7168:  23%|██▎       | 46/200 [00:00<00:01, 107.27it/s]
Train Acc 0.6000 | Train Loss 1.2774 | Val Acc 0.4040 | Val loss 1.6925:  23%|██▎       | 46/200 [00:00<00:01, 107.27it/s]
Train Acc 0.6357 | Train Loss 1.2287 | Val Acc 0.3560 | Val loss 1.6817:  23%|██▎       | 46/200 [00:00<00:01, 107.27it/s]
Train Acc 0.6571 | Train Loss 1.2399 | Val Acc 0.4280 | Val loss 1.6366:  23%|██▎       | 46/200 [00:00<00:01, 107.27it/s]
Train Acc 0.5571 | Train Loss 1.2690 | Val Acc 0.3840 | Val loss 1.6463:  23%|██▎       | 46/200 [00:00<00:01, 107.27it/s]
Train Acc 0.5857 | Train Loss 1.2709 | Val Acc 0.3700 | Val loss 1.6536:  23%|██▎       | 46/200 [00:00<00:01, 107.27it/s]
Train Acc 0.6357 | Train Loss 1.2068 | Val Acc 0.3820 | Val loss 1.6663:  23%|██▎       | 46/200 [00:00<00:01, 107.27it/s]
Train Acc 0.6357 | Train Loss 1.2068 | Val Acc 0.3820 | Val loss 1.6663:  29%|██▉       | 58/200 [00:00<00:01, 109.62it/s]
Train Acc 0.7000 | Train Loss 1.1871 | Val Acc 0.4160 | Val loss 1.6154:  29%|██▉       | 58/200 [00:00<00:01, 109.62it/s]
Train Acc 0.7143 | Train Loss 1.0939 | Val Acc 0.4100 | Val loss 1.5721:  29%|██▉       | 58/200 [00:00<00:01, 109.62it/s]
Train Acc 0.6857 | Train Loss 1.1742 | Val Acc 0.4300 | Val loss 1.6265:  29%|██▉       | 58/200 [00:00<00:01, 109.62it/s]
Train Acc 0.6857 | Train Loss 1.1712 | Val Acc 0.4060 | Val loss 1.6493:  29%|██▉       | 58/200 [00:00<00:01, 109.62it/s]
Train Acc 0.6214 | Train Loss 1.1949 | Val Acc 0.4180 | Val loss 1.5883:  29%|██▉       | 58/200 [00:00<00:01, 109.62it/s]
Train Acc 0.7214 | Train Loss 1.0228 | Val Acc 0.4200 | Val loss 1.5836:  29%|██▉       | 58/200 [00:00<00:01, 109.62it/s]
Train Acc 0.6214 | Train Loss 1.1099 | Val Acc 0.4080 | Val loss 1.6422:  29%|██▉       | 58/200 [00:00<00:01, 109.62it/s]
Train Acc 0.7000 | Train Loss 1.0786 | Val Acc 0.4180 | Val loss 1.6138:  29%|██▉       | 58/200 [00:00<00:01, 109.62it/s]
Train Acc 0.7571 | Train Loss 0.9849 | Val Acc 0.4680 | Val loss 1.5612:  29%|██▉       | 58/200 [00:00<00:01, 109.62it/s]
Train Acc 0.7143 | Train Loss 1.1061 | Val Acc 0.4160 | Val loss 1.5701:  29%|██▉       | 58/200 [00:00<00:01, 109.62it/s]
Train Acc 0.6643 | Train Loss 1.0823 | Val Acc 0.4420 | Val loss 1.5695:  29%|██▉       | 58/200 [00:00<00:01, 109.62it/s]
Train Acc 0.6786 | Train Loss 1.0550 | Val Acc 0.4580 | Val loss 1.5335:  29%|██▉       | 58/200 [00:00<00:01, 109.62it/s]
Train Acc 0.6786 | Train Loss 1.0550 | Val Acc 0.4580 | Val loss 1.5335:  35%|███▌      | 70/200 [00:00<00:01, 110.34it/s]
Train Acc 0.7143 | Train Loss 1.0887 | Val Acc 0.4320 | Val loss 1.6095:  35%|███▌      | 70/200 [00:00<00:01, 110.34it/s]
Train Acc 0.7500 | Train Loss 0.9683 | Val Acc 0.5120 | Val loss 1.5319:  35%|███▌      | 70/200 [00:00<00:01, 110.34it/s]
Train Acc 0.7214 | Train Loss 1.0748 | Val Acc 0.4480 | Val loss 1.5875:  35%|███▌      | 70/200 [00:00<00:01, 110.34it/s]
Train Acc 0.7786 | Train Loss 1.0034 | Val Acc 0.4480 | Val loss 1.5264:  35%|███▌      | 70/200 [00:00<00:01, 110.34it/s]
Train Acc 0.7571 | Train Loss 1.0217 | Val Acc 0.4520 | Val loss 1.5562:  35%|███▌      | 70/200 [00:00<00:01, 110.34it/s]
Train Acc 0.7500 | Train Loss 0.9349 | Val Acc 0.4820 | Val loss 1.5066:  35%|███▌      | 70/200 [00:00<00:01, 110.34it/s]
Train Acc 0.8143 | Train Loss 0.8707 | Val Acc 0.4620 | Val loss 1.5159:  35%|███▌      | 70/200 [00:00<00:01, 110.34it/s]
Train Acc 0.7214 | Train Loss 0.9907 | Val Acc 0.4220 | Val loss 1.5869:  35%|███▌      | 70/200 [00:00<00:01, 110.34it/s]
Train Acc 0.7714 | Train Loss 0.8752 | Val Acc 0.4700 | Val loss 1.5148:  35%|███▌      | 70/200 [00:00<00:01, 110.34it/s]
Train Acc 0.7000 | Train Loss 0.9839 | Val Acc 0.4220 | Val loss 1.5609:  35%|███▌      | 70/200 [00:00<00:01, 110.34it/s]
Train Acc 0.7643 | Train Loss 0.8831 | Val Acc 0.4680 | Val loss 1.4902:  35%|███▌      | 70/200 [00:00<00:01, 110.34it/s]
Train Acc 0.7500 | Train Loss 0.8777 | Val Acc 0.4840 | Val loss 1.5037:  35%|███▌      | 70/200 [00:00<00:01, 110.34it/s]
Train Acc 0.7500 | Train Loss 0.8777 | Val Acc 0.4840 | Val loss 1.5037:  41%|████      | 82/200 [00:00<00:01, 111.26it/s]
Train Acc 0.7071 | Train Loss 0.9521 | Val Acc 0.4640 | Val loss 1.4868:  41%|████      | 82/200 [00:00<00:01, 111.26it/s]
Train Acc 0.7857 | Train Loss 0.9056 | Val Acc 0.4780 | Val loss 1.5606:  41%|████      | 82/200 [00:00<00:01, 111.26it/s]
Train Acc 0.7714 | Train Loss 0.8657 | Val Acc 0.4580 | Val loss 1.5265:  41%|████      | 82/200 [00:00<00:01, 111.26it/s]
Train Acc 0.7429 | Train Loss 0.9221 | Val Acc 0.4480 | Val loss 1.5250:  41%|████      | 82/200 [00:00<00:01, 111.26it/s]
Train Acc 0.8143 | Train Loss 0.8421 | Val Acc 0.4440 | Val loss 1.5672:  41%|████      | 82/200 [00:00<00:01, 111.26it/s]
Train Acc 0.7714 | Train Loss 0.7965 | Val Acc 0.4820 | Val loss 1.4957:  41%|████      | 82/200 [00:00<00:01, 111.26it/s]
Train Acc 0.7714 | Train Loss 0.8787 | Val Acc 0.5140 | Val loss 1.4487:  41%|████      | 82/200 [00:00<00:01, 111.26it/s]
Train Acc 0.7786 | Train Loss 0.8449 | Val Acc 0.4820 | Val loss 1.5439:  41%|████      | 82/200 [00:00<00:01, 111.26it/s]
Train Acc 0.8357 | Train Loss 0.8786 | Val Acc 0.4640 | Val loss 1.4679:  41%|████      | 82/200 [00:00<00:01, 111.26it/s]
Train Acc 0.7786 | Train Loss 0.8091 | Val Acc 0.5240 | Val loss 1.4545:  41%|████      | 82/200 [00:00<00:01, 111.26it/s]
Train Acc 0.8429 | Train Loss 0.8115 | Val Acc 0.4940 | Val loss 1.4377:  41%|████      | 82/200 [00:00<00:01, 111.26it/s]
Train Acc 0.8571 | Train Loss 0.6909 | Val Acc 0.4900 | Val loss 1.4400:  41%|████      | 82/200 [00:00<00:01, 111.26it/s]
Train Acc 0.8571 | Train Loss 0.6909 | Val Acc 0.4900 | Val loss 1.4400:  47%|████▋     | 94/200 [00:00<00:00, 110.95it/s]
Train Acc 0.7500 | Train Loss 0.8264 | Val Acc 0.5240 | Val loss 1.4568:  47%|████▋     | 94/200 [00:00<00:00, 110.95it/s]
Train Acc 0.8357 | Train Loss 0.8115 | Val Acc 0.4960 | Val loss 1.4503:  47%|████▋     | 94/200 [00:00<00:00, 110.95it/s]
Train Acc 0.8071 | Train Loss 0.7868 | Val Acc 0.4880 | Val loss 1.4813:  47%|████▋     | 94/200 [00:00<00:00, 110.95it/s]
Train Acc 0.8571 | Train Loss 0.6639 | Val Acc 0.5080 | Val loss 1.4001:  47%|████▋     | 94/200 [00:00<00:00, 110.95it/s]
Train Acc 0.7929 | Train Loss 0.7960 | Val Acc 0.4920 | Val loss 1.4520:  47%|████▋     | 94/200 [00:00<00:00, 110.95it/s]
Train Acc 0.8143 | Train Loss 0.6991 | Val Acc 0.5040 | Val loss 1.4489:  47%|████▋     | 94/200 [00:00<00:00, 110.95it/s]
Train Acc 0.7857 | Train Loss 0.8141 | Val Acc 0.5220 | Val loss 1.4299:  47%|████▋     | 94/200 [00:00<00:00, 110.95it/s]
Train Acc 0.8214 | Train Loss 0.7277 | Val Acc 0.5380 | Val loss 1.3681:  47%|████▋     | 94/200 [00:00<00:00, 110.95it/s]
Train Acc 0.8143 | Train Loss 0.7564 | Val Acc 0.5100 | Val loss 1.4251:  47%|████▋     | 94/200 [00:00<00:00, 110.95it/s]
Train Acc 0.8000 | Train Loss 0.7619 | Val Acc 0.4980 | Val loss 1.4028:  47%|████▋     | 94/200 [00:00<00:00, 110.95it/s]
Train Acc 0.7929 | Train Loss 0.7102 | Val Acc 0.5300 | Val loss 1.3761:  47%|████▋     | 94/200 [00:00<00:00, 110.95it/s]
Train Acc 0.7571 | Train Loss 0.7818 | Val Acc 0.5160 | Val loss 1.4100:  47%|████▋     | 94/200 [00:00<00:00, 110.95it/s]
Train Acc 0.7571 | Train Loss 0.7818 | Val Acc 0.5160 | Val loss 1.4100:  53%|█████▎    | 106/200 [00:00<00:00, 110.80it/s]
Train Acc 0.8071 | Train Loss 0.7784 | Val Acc 0.5200 | Val loss 1.3817:  53%|█████▎    | 106/200 [00:00<00:00, 110.80it/s]
Train Acc 0.8214 | Train Loss 0.7228 | Val Acc 0.5140 | Val loss 1.4169:  53%|█████▎    | 106/200 [00:00<00:00, 110.80it/s]
Train Acc 0.8214 | Train Loss 0.6893 | Val Acc 0.5020 | Val loss 1.4347:  53%|█████▎    | 106/200 [00:00<00:00, 110.80it/s]
Train Acc 0.8286 | Train Loss 0.7540 | Val Acc 0.5800 | Val loss 1.3331:  53%|█████▎    | 106/200 [00:00<00:00, 110.80it/s]
Train Acc 0.8214 | Train Loss 0.6787 | Val Acc 0.5260 | Val loss 1.3560:  53%|█████▎    | 106/200 [00:01<00:00, 110.80it/s]
Train Acc 0.8429 | Train Loss 0.7503 | Val Acc 0.5240 | Val loss 1.3772:  53%|█████▎    | 106/200 [00:01<00:00, 110.80it/s]
Train Acc 0.8714 | Train Loss 0.5983 | Val Acc 0.4920 | Val loss 1.4791:  53%|█████▎    | 106/200 [00:01<00:00, 110.80it/s]
Train Acc 0.7786 | Train Loss 0.7396 | Val Acc 0.5440 | Val loss 1.3964:  53%|█████▎    | 106/200 [00:01<00:00, 110.80it/s]
Train Acc 0.9000 | Train Loss 0.6217 | Val Acc 0.5460 | Val loss 1.3495:  53%|█████▎    | 106/200 [00:01<00:00, 110.80it/s]
Train Acc 0.8214 | Train Loss 0.7402 | Val Acc 0.5320 | Val loss 1.3853:  53%|█████▎    | 106/200 [00:01<00:00, 110.80it/s]
Train Acc 0.8357 | Train Loss 0.6543 | Val Acc 0.5140 | Val loss 1.4715:  53%|█████▎    | 106/200 [00:01<00:00, 110.80it/s]
Train Acc 0.8357 | Train Loss 0.6172 | Val Acc 0.5160 | Val loss 1.3851:  53%|█████▎    | 106/200 [00:01<00:00, 110.80it/s]
Train Acc 0.8357 | Train Loss 0.6172 | Val Acc 0.5160 | Val loss 1.3851:  59%|█████▉    | 118/200 [00:01<00:00, 111.19it/s]
Train Acc 0.7857 | Train Loss 0.7216 | Val Acc 0.5300 | Val loss 1.3810:  59%|█████▉    | 118/200 [00:01<00:00, 111.19it/s]
Train Acc 0.8571 | Train Loss 0.6676 | Val Acc 0.5300 | Val loss 1.3858:  59%|█████▉    | 118/200 [00:01<00:00, 111.19it/s]
Train Acc 0.8571 | Train Loss 0.6627 | Val Acc 0.5500 | Val loss 1.3536:  59%|█████▉    | 118/200 [00:01<00:00, 111.19it/s]
Train Acc 0.8643 | Train Loss 0.6393 | Val Acc 0.5380 | Val loss 1.3992:  59%|█████▉    | 118/200 [00:01<00:00, 111.19it/s]
Train Acc 0.8857 | Train Loss 0.5595 | Val Acc 0.5080 | Val loss 1.4464:  59%|█████▉    | 118/200 [00:01<00:00, 111.19it/s]
Train Acc 0.8571 | Train Loss 0.6653 | Val Acc 0.5120 | Val loss 1.3678:  59%|█████▉    | 118/200 [00:01<00:00, 111.19it/s]
Train Acc 0.9071 | Train Loss 0.5779 | Val Acc 0.5400 | Val loss 1.3987:  59%|█████▉    | 118/200 [00:01<00:00, 111.19it/s]
Train Acc 0.8786 | Train Loss 0.5976 | Val Acc 0.5580 | Val loss 1.3133:  59%|█████▉    | 118/200 [00:01<00:00, 111.19it/s]
Train Acc 0.8643 | Train Loss 0.5927 | Val Acc 0.5220 | Val loss 1.3754:  59%|█████▉    | 118/200 [00:01<00:00, 111.19it/s]
Train Acc 0.8357 | Train Loss 0.6495 | Val Acc 0.4880 | Val loss 1.4523:  59%|█████▉    | 118/200 [00:01<00:00, 111.19it/s]
Train Acc 0.8214 | Train Loss 0.6129 | Val Acc 0.5300 | Val loss 1.3720:  59%|█████▉    | 118/200 [00:01<00:00, 111.19it/s]
Train Acc 0.7929 | Train Loss 0.6152 | Val Acc 0.5480 | Val loss 1.3370:  59%|█████▉    | 118/200 [00:01<00:00, 111.19it/s]
Train Acc 0.7929 | Train Loss 0.6152 | Val Acc 0.5480 | Val loss 1.3370:  65%|██████▌   | 130/200 [00:01<00:00, 111.59it/s]
Train Acc 0.8286 | Train Loss 0.6219 | Val Acc 0.5440 | Val loss 1.3290:  65%|██████▌   | 130/200 [00:01<00:00, 111.59it/s]
Train Acc 0.7929 | Train Loss 0.6659 | Val Acc 0.4980 | Val loss 1.3800:  65%|██████▌   | 130/200 [00:01<00:00, 111.59it/s]
Train Acc 0.8643 | Train Loss 0.5821 | Val Acc 0.5380 | Val loss 1.3766:  65%|██████▌   | 130/200 [00:01<00:00, 111.59it/s]
Train Acc 0.8643 | Train Loss 0.6359 | Val Acc 0.5620 | Val loss 1.3139:  65%|██████▌   | 130/200 [00:01<00:00, 111.59it/s]
Train Acc 0.8571 | Train Loss 0.6163 | Val Acc 0.5240 | Val loss 1.3909:  65%|██████▌   | 130/200 [00:01<00:00, 111.59it/s]
Train Acc 0.8357 | Train Loss 0.5945 | Val Acc 0.5660 | Val loss 1.3158:  65%|██████▌   | 130/200 [00:01<00:00, 111.59it/s]
Train Acc 0.8429 | Train Loss 0.6355 | Val Acc 0.5740 | Val loss 1.3174:  65%|██████▌   | 130/200 [00:01<00:00, 111.59it/s]
Train Acc 0.8571 | Train Loss 0.5931 | Val Acc 0.5720 | Val loss 1.2751:  65%|██████▌   | 130/200 [00:01<00:00, 111.59it/s]
Train Acc 0.8357 | Train Loss 0.6244 | Val Acc 0.5600 | Val loss 1.3572:  65%|██████▌   | 130/200 [00:01<00:00, 111.59it/s]
Train Acc 0.8500 | Train Loss 0.6266 | Val Acc 0.5640 | Val loss 1.2593:  65%|██████▌   | 130/200 [00:01<00:00, 111.59it/s]
Train Acc 0.8429 | Train Loss 0.6909 | Val Acc 0.5320 | Val loss 1.3742:  65%|██████▌   | 130/200 [00:01<00:00, 111.59it/s]
Train Acc 0.8429 | Train Loss 0.6224 | Val Acc 0.5500 | Val loss 1.3300:  65%|██████▌   | 130/200 [00:01<00:00, 111.59it/s]
Train Acc 0.8429 | Train Loss 0.6224 | Val Acc 0.5500 | Val loss 1.3300:  71%|███████   | 142/200 [00:01<00:00, 112.61it/s]
Train Acc 0.8643 | Train Loss 0.5582 | Val Acc 0.5480 | Val loss 1.3166:  71%|███████   | 142/200 [00:01<00:00, 112.61it/s]
Train Acc 0.8714 | Train Loss 0.5733 | Val Acc 0.5460 | Val loss 1.3073:  71%|███████   | 142/200 [00:01<00:00, 112.61it/s]
Train Acc 0.8643 | Train Loss 0.5319 | Val Acc 0.5540 | Val loss 1.2956:  71%|███████   | 142/200 [00:01<00:00, 112.61it/s]
Train Acc 0.8929 | Train Loss 0.5567 | Val Acc 0.5860 | Val loss 1.3051:  71%|███████   | 142/200 [00:01<00:00, 112.61it/s]
Train Acc 0.9000 | Train Loss 0.5256 | Val Acc 0.5520 | Val loss 1.3602:  71%|███████   | 142/200 [00:01<00:00, 112.61it/s]
Train Acc 0.9000 | Train Loss 0.5024 | Val Acc 0.5440 | Val loss 1.3396:  71%|███████   | 142/200 [00:01<00:00, 112.61it/s]
Train Acc 0.8571 | Train Loss 0.5829 | Val Acc 0.5380 | Val loss 1.3118:  71%|███████   | 142/200 [00:01<00:00, 112.61it/s]
Train Acc 0.8429 | Train Loss 0.6197 | Val Acc 0.5260 | Val loss 1.3925:  71%|███████   | 142/200 [00:01<00:00, 112.61it/s]
Train Acc 0.8500 | Train Loss 0.5284 | Val Acc 0.5520 | Val loss 1.3542:  71%|███████   | 142/200 [00:01<00:00, 112.61it/s]
Train Acc 0.8571 | Train Loss 0.5655 | Val Acc 0.5440 | Val loss 1.3758:  71%|███████   | 142/200 [00:01<00:00, 112.61it/s]
Train Acc 0.8643 | Train Loss 0.4890 | Val Acc 0.5420 | Val loss 1.3014:  71%|███████   | 142/200 [00:01<00:00, 112.61it/s]
Train Acc 0.8786 | Train Loss 0.5320 | Val Acc 0.5540 | Val loss 1.3100:  71%|███████   | 142/200 [00:01<00:00, 112.61it/s]
